# Teleporter X,Y,Z,Map,Dest X,Y,Z,Map,Back?
5126,3143,99,Trammel,5849,432,1,Trammel,False
424,3283,35,Trammel,5267,2757,35,Trammel,False
1629,3320,0,Trammel,5899,1411,43,Trammel,False
6075,3332,4,Trammel,6126,1410,15,Trammel,False
2923,3405,6,Trammel,5687,1423,39,Trammel,False
1142,3621,5,Trammel,1414,3828,5,Trammel,False
5137,3664,27,Trammel,6025,1344,-26,Trammel,False
5137,3665,31,Trammel,6025,1345,-26,Trammel,False
5697,3660,-5,Trammel,5658,424,0,Trammel,False
6086,3676,16,Trammel,5731,446,-16,Trammel,False
1409,3824,5,Trammel,1124,3623,5,Trammel,False
1419,3832,5,Trammel,1466,4015,5,Trammel,False
1406,3996,5,Trammel,1414,3828,5,Trammel,False
5150,4062,38,Trammel,6005,1378,0,Trammel,False
5150,4063,38,Trammel,6005,1380,1,Trammel,False
5906,4069,26,Trammel,2494,3576,5,Trammel,True
2985,2890,35,Trammel,5974,2697,35,Trammel,False
6172,21,0,Trammel,765,1645,0,Trammel,False
6172,22,0,Trammel,765,1646,0,Trammel,False
6172,23,0,Trammel,765,1647,0,Trammel,False
766,1645,0,Trammel,6174,21,0,Trammel,False
766,1646,0,Trammel,6174,22,0,Trammel,False
766,1647,0,Trammel,6174,23,0,Trammel,False
6173,176,-10,Trammel,6233,15,-10,Trammel,False
6174,176,-10,Trammel,6234,15,-10,Trammel,False
6175,176,-10,Trammel,6235,15,-10,Trammel,False
6176,176,-10,Trammel,6236,15,-10,Trammel,False
6177,176,-10,Trammel,6237,15,-10,Trammel,False
6178,176,-10,Trammel,6238,15,-10,Trammel,False
6179,176,-10,Trammel,6239,15,-10,Trammel,False
6233,14,-10,Trammel,6172,174,-10,Trammel,False
6234,14,-10,Trammel,6173,174,-10,Trammel,False
6235,14,-10,Trammel,6174,174,-10,Trammel,False
6236,14,-10,Trammel,6175,174,-10,Trammel,False
6237,14,-10,Trammel,6176,174,-10,Trammel,False
6238,14,-10,Trammel,6177,174,-10,Trammel,False
6239,14,-10,Trammel,6177,174,-10,Trammel,False
6240,14,-10,Trammel,6178,174,-10,Trammel,False
6256,97,-4,Trammel,6257,95,-10,Trammel,False
6260,97,-4,Trammel,6260,95,-10,Trammel,False
6263,97,-4,Trammel,6262,95,-10,Trammel,False
6269,97,-4,Trammel,6269,95,-10,Trammel,False
6273,97,-4,Trammel,6272,95,-10,Trammel,False
6262,95,-10,Trammel,6262,99,-10,Trammel,False
6159,130,0,Trammel,6317,63,-20,Trammel,False
6164,73,0,Trammel,6320,22,-20,Trammel,False
6161,163,-10,Trammel,6321,106,-20,Trammel,False
6276,40,-10,Trammel,6374,124,-20,Trammel,False
6211,106,0,Trammel,6355,34,-20,Trammel,False
6316,62,-5,Trammel,6160,131,0,Trammel,False
6319,19,-20,Trammel,6165,74,0,Trammel,False
6356,32,-9,Trammel,6210,105,0,Trammel,False
6374,125,-20,Trammel,6277,41,-10,Trammel,False
6373,49,-20,Trammel,801,1682,0,Trammel,False
6374,49,-20,Trammel,801,1682,0,Trammel,False
6375,49,-20,Trammel,801,1682,0,Trammel,False
6376,49,-20,Trammel,801,1682,0,Trammel,False
6377,49,-20,Trammel,801,1682,0,Trammel,False
1714,2996,0,Trammel,6308,892,0,Trammel,False
1714,2997,0,Trammel,6308,892,0,Trammel,False
6310,890,0,Trammel,1716,2997,0,Trammel,False
6310,891,0,Trammel,1716,2997,0,Trammel,False
6310,892,0,Trammel,1716,2997,0,Trammel,False
6310,893,0,Trammel,1716,2997,0,Trammel,False
3508,2777,26,Trammel,5912,355,0,Trammel,True
5140,1773,0,Felucca,5171,1586,0,Felucca,False
6992,1367,-15,Felucca,511,585,11,TerMur,False
6993,1367,-15,Felucca,512,585,11,TerMur,False
6994,1367,-15,Felucca,513,585,11,TerMur,False
2186,294,-27,Ilshenar,2186,33,-27,Ilshenar,True
2187,294,-27,Ilshenar,2187,33,-27,Ilshenar,True
2188,294,-27,Ilshenar,2188,33,-27,Ilshenar,True
2189,294,-27,Ilshenar,2189,33,-27,Ilshenar,True
2189,320,-7,Ilshenar,1788,569,74,Ilshenar,True
2188,320,-7,Ilshenar,1787,569,74,Ilshenar,True
2187,320,-7,Ilshenar,1787,569,74,Ilshenar,False
1419,909,-10,Ilshenar,1784,994,-28,Ilshenar,True
1420,909,-10,Ilshenar,1785,994,-28,Ilshenar,True
1421,909,-10,Ilshenar,1786,994,-28,Ilshenar,True
1787,994,-28,Ilshenar,1421,909,-10,Ilshenar,False
1788,994,-28,Ilshenar,1421,909,-10,Ilshenar,False
1783,994,-28,Ilshenar,1419,909,-10,Ilshenar,False
1861,980,-28,Ilshenar,1490,877,10,Ilshenar,True
1861,981,-28,Ilshenar,1490,878,10,Ilshenar,True
1861,982,-28,Ilshenar,1490,879,10,Ilshenar,True
1861,983,-28,Ilshenar,1490,880,10,Ilshenar,True
1861,984,-28,Ilshenar,1490,880,10,Ilshenar,False
1516,879,10,Ilshenar,1363,1105,-26,Ilshenar,True
1362,1031,-13,Ilshenar,1981,1107,-16,Ilshenar,True
1363,1031,-13,Ilshenar,1982,1107,-16,Ilshenar,True
1364,1031,-13,Ilshenar,1983,1107,-16,Ilshenar,True
1980,1107,-16,Ilshenar,1362,1031,-13,Ilshenar,False
1984,1107,-16,Ilshenar,1364,1031,-13,Ilshenar,False
1745,1236,-30,Ilshenar,2112,829,-11,Ilshenar,True
1746,1236,-30,Ilshenar,2113,829,-11,Ilshenar,True
1747,1236,-30,Ilshenar,2114,829,-11,Ilshenar,True
1748,1236,-30,Ilshenar,2115,829,-11,Ilshenar,True
2116,829,-11,Ilshenar,1748,1236,-30,Ilshenar,False
1456,1328,-27,Ilshenar,1479,1494,-28,Ilshenar,True
1456,1329,-27,Ilshenar,1479,1495,-28,Ilshenar,True
1456,1330,-27,Ilshenar,1479,1496,-28,Ilshenar,True
1479,1493,-28,Ilshenar,1456,1328,-27,Ilshenar,False
1479,1497,-28,Ilshenar,1456,1330,-27,Ilshenar,False
1029,1155,-24,Ilshenar,1349,1512,-3,Ilshenar,True
1029,1154,-24,Ilshenar,1349,1511,-3,Ilshenar,True
1029,1153,-24,Ilshenar,1349,1510,-3,Ilshenar,True
1349,1509,-3,Ilshenar,1030,1153,-24,Ilshenar,False
1268,1508,-28,Ilshenar,1250,1508,-28,Ilshenar,True
1268,1509,-28,Ilshenar,1250,1509,-28,Ilshenar,True
1268,1510,-28,Ilshenar,1250,1510,-28,Ilshenar,True
1250,1511,-28,Ilshenar,1268,1510,-28,Ilshenar,False
1250,1512,-28,Ilshenar,1268,1510,-28,Ilshenar,False
810,874,-39,Ilshenar,532,1532,-7,Ilshenar,False
811,874,-39,Ilshenar,533,1532,-7,Ilshenar,False
812,874,-39,Ilshenar,534,1532,-7,Ilshenar,False
531,1533,-4,Ilshenar,810,875,-40,Ilshenar,False
532,1533,-4,Ilshenar,811,875,-39,Ilshenar,False
533,1533,-4,Ilshenar,812,875,-39,Ilshenar,False
534,1533,-4,Ilshenar,813,875,-40,Ilshenar,False
393,1587,-13,Ilshenar,78,1366,-36,Ilshenar,False
394,1587,-13,Ilshenar,79,1366,-36,Ilshenar,False
395,1587,-13,Ilshenar,80,1366,-36,Ilshenar,False
396,1587,-13,Ilshenar,81,1366,-36,Ilshenar,False
78,1365,-41,Ilshenar,393,1586,-16,Ilshenar,False
79,1365,-41,Ilshenar,394,1586,-16,Ilshenar,False
80,1365,-41,Ilshenar,395,1586,-16,Ilshenar,False
81,1365,-41,Ilshenar,396,1586,-16,Ilshenar,False
668,928,-84,Ilshenar,3,1267,-8,Ilshenar,True
668,929,-84,Ilshenar,3,1268,-8,Ilshenar,True
668,930,-82,Ilshenar,3,1269,-8,Ilshenar,True
575,1156,-121,Ilshenar,154,1473,-8,Ilshenar,False
576,1156,-121,Ilshenar,155,1473,-8,Ilshenar,False
577,1156,-121,Ilshenar,156,1473,-8,Ilshenar,False
154,1472,-8,Ilshenar,575,1155,-121,Ilshenar,False
155,1472,-8,Ilshenar,576,1155,-120,Ilshenar,False
156,1472,-8,Ilshenar,577,1155,-120,Ilshenar,False
10,872,-28,Ilshenar,10,1518,-27,Ilshenar,False
11,872,-28,Ilshenar,11,1518,-28,Ilshenar,False
12,872,-27,Ilshenar,12,1518,-28,Ilshenar,False
10,1519,-28,Ilshenar,10,873,-28,Ilshenar,False
11,1519,-27,Ilshenar,11,873,-28,Ilshenar,False
12,1519,-27,Ilshenar,12,873,-27,Ilshenar,False
636,813,-62,Ilshenar,164,743,-28,Ilshenar,False
164,746,-16,Ilshenar,636,815,-52,Ilshenar,False
348,1427,15,Ilshenar,18,1198,-5,Ilshenar,True
349,1427,15,Ilshenar,19,1198,-5,Ilshenar,True
350,1427,15,Ilshenar,20,1198,-5,Ilshenar,True
351,1427,15,Ilshenar,21,1198,-5,Ilshenar,True
712,1490,-3,Ilshenar,686,1490,-28,Ilshenar,False
712,1491,-3,Ilshenar,686,1491,-28,Ilshenar,False
712,1492,-3,Ilshenar,686,1492,-28,Ilshenar,False
712,1493,-3,Ilshenar,686,1493,-28,Ilshenar,False
694,1490,-53,Ilshenar,719,1490,-28,Ilshenar,False
694,1491,-53,Ilshenar,719,1491,-28,Ilshenar,False
694,1492,-53,Ilshenar,719,1492,-28,Ilshenar,False
694,1493,-53,Ilshenar,719,1493,-28,Ilshenar,False
775,1467,-28,Ilshenar,658,1498,-28,Ilshenar,False
838,1550,-6,Ilshenar,728,1505,-28,Ilshenar,False
838,1551,-6,Ilshenar,728,1506,-28,Ilshenar,False
838,1552,-6,Ilshenar,728,1507,-28,Ilshenar,False
838,1553,-6,Ilshenar,728,1508,-28,Ilshenar,False
722,1505,-53,Ilshenar,833,1550,-28,Ilshenar,False
722,1506,-53,Ilshenar,833,1551,-28,Ilshenar,False
722,1507,-53,Ilshenar,833,1552,-28,Ilshenar,False
722,1508,-53,Ilshenar,833,1553,-28,Ilshenar,False
954,1425,-53,Ilshenar,874,1490,2,Ilshenar,False
954,1426,-53,Ilshenar,874,1491,2,Ilshenar,False
954,1427,-53,Ilshenar,874,1492,2,Ilshenar,False
954,1428,-53,Ilshenar,874,1493,2,Ilshenar,False
954,1429,-53,Ilshenar,874,1493,2,Ilshenar,False
879,1490,24,Ilshenar,960,1425,-28,Ilshenar,False
879,1491,24,Ilshenar,960,1426,-28,Ilshenar,False
879,1492,24,Ilshenar,960,1427,-28,Ilshenar,False
879,1493,24,Ilshenar,960,1428,-28,Ilshenar,False
948,1464,-56,Ilshenar,951,1442,-6,Ilshenar,True
948,1465,-56,Ilshenar,951,1443,-6,Ilshenar,True
948,1466,-56,Ilshenar,951,1444,-6,Ilshenar,True
948,1467,-56,Ilshenar,951,1445,-6,Ilshenar,True
871,1433,-6,Ilshenar,897,1449,-28,Ilshenar,False
871,1434,-6,Ilshenar,897,1450,-28,Ilshenar,False
871,1435,-6,Ilshenar,897,1451,-28,Ilshenar,False
871,1436,-6,Ilshenar,897,1452,-28,Ilshenar,False
871,1437,-6,Ilshenar,897,1453,-28,Ilshenar,False
892,1449,-51,Ilshenar,866,1433,-28,Ilshenar,False
892,1450,-51,Ilshenar,866,1434,-28,Ilshenar,False
892,1451,-51,Ilshenar,866,1435,-28,Ilshenar,False
892,1452,-51,Ilshenar,866,1436,-28,Ilshenar,False
892,1453,-51,Ilshenar,866,1437,-28,Ilshenar,False
812,1546,-6,Ilshenar,848,1434,-28,Ilshenar,False
812,1547,-6,Ilshenar,848,1435,-28,Ilshenar,False
812,1548,-6,Ilshenar,848,1436,-28,Ilshenar,False
812,1549,-6,Ilshenar,848,1437,-28,Ilshenar,False
843,1434,-51,Ilshenar,807,1546,-28,Ilshenar,False
843,1435,-51,Ilshenar,807,1547,-28,Ilshenar,False
843,1436,-51,Ilshenar,807,1548,-28,Ilshenar,False
843,1437,-51,Ilshenar,807,1549,-28,Ilshenar,False
751,1473,-28,Ilshenar,763,1479,-28,Ilshenar,False
751,1479,-28,Ilshenar,763,1555,-28,Ilshenar,False
752,1549,-28,Ilshenar,751,1484,-28,Ilshenar,False
775,1492,-28,Ilshenar,827,1515,-28,Ilshenar,False
904,1360,-21,Ilshenar,1014,1506,0,Ilshenar,True
904,1361,-21,Ilshenar,1014,1507,0,Ilshenar,True
904,1362,-21,Ilshenar,1014,1508,0,Ilshenar,True
904,1363,-21,Ilshenar,1014,1509,0,Ilshenar,True
650,1297,-58,Ilshenar,626,1526,-28,Ilshenar,False
626,1527,-28,Ilshenar,650,1298,-58,Ilshenar,False
651,1297,-58,Ilshenar,627,1526,-28,Ilshenar,False
627,1527,-28,Ilshenar,651,1298,-59,Ilshenar,False
652,1297,-58,Ilshenar,628,1526,-28,Ilshenar,False
628,1527,-28,Ilshenar,652,1298,-58,Ilshenar,False
653,1297,-58,Ilshenar,629,1526,-28,Ilshenar,False
629,1527,-28,Ilshenar,653,1298,-58,Ilshenar,False
747,1539,-28,Ilshenar,785,1514,-28,Ilshenar,False
785,1524,-28,Ilshenar,798,1547,-28,Ilshenar,False
747,1555,-28,Ilshenar,785,1570,-28,Ilshenar,False
784,1580,-28,Ilshenar,798,1547,-28,Ilshenar,False
791,1548,-28,Ilshenar,781,1547,-28,Ilshenar,False
782,1550,-28,Ilshenar,783,1538,-28,Ilshenar,False
783,1539,-28,Ilshenar,787,1542,-28,Ilshenar,False
787,1543,-28,Ilshenar,781,1554,-28,Ilshenar,False
781,1555,-28,Ilshenar,789,1556,-28,Ilshenar,False
789,1557,-28,Ilshenar,785,1550,-28,Ilshenar,False
784,1550,-28,Ilshenar,777,1554,-28,Ilshenar,False
778,1554,-28,Ilshenar,787,1538,-28,Ilshenar,False
787,1537,-28,Ilshenar,781,1546,-28,Ilshenar,False
781,1545,-28,Ilshenar,789,1552,-28,Ilshenar,False
789,1553,-28,Ilshenar,789,1546,-28,Ilshenar,False
789,1545,-28,Ilshenar,779,1541,-28,Ilshenar,False
780,1541,-28,Ilshenar,785,1554,-28,Ilshenar,False
785,1555,-28,Ilshenar,783,1542,-28,Ilshenar,False
782,1542,-28,Ilshenar,785,1546,-28,Ilshenar,False
784,1546,-28,Ilshenar,776,1548,-28,Ilshenar,False
777,1555,-28,Ilshenar,798,1547,-28,Ilshenar,False
777,1553,-28,Ilshenar,798,1547,-28,Ilshenar,False
776,1549,-28,Ilshenar,798,1547,-28,Ilshenar,False
777,1548,-28,Ilshenar,798,1547,-28,Ilshenar,False
777,1547,-28,Ilshenar,798,1547,-28,Ilshenar,False
776,1546,-28,Ilshenar,798,1547,-28,Ilshenar,False
778,1541,-28,Ilshenar,798,1547,-28,Ilshenar,False
779,1540,-28,Ilshenar,798,1547,-28,Ilshenar,False
779,1542,-28,Ilshenar,798,1547,-28,Ilshenar,False
780,1554,-28,Ilshenar,798,1547,-28,Ilshenar,False
781,1553,-28,Ilshenar,798,1547,-28,Ilshenar,False
782,1554,-28,Ilshenar,798,1547,-28,Ilshenar,False
780,1550,-28,Ilshenar,798,1547,-28,Ilshenar,False
781,1549,-28,Ilshenar,798,1547,-28,Ilshenar,False
781,1551,-28,Ilshenar,798,1547,-28,Ilshenar,False
780,1546,-28,Ilshenar,798,1547,-28,Ilshenar,False
781,1547,-28,Ilshenar,798,1547,-28,Ilshenar,False
782,1546,-28,Ilshenar,798,1547,-28,Ilshenar,False
783,1543,-28,Ilshenar,798,1547,-28,Ilshenar,False
784,1542,-28,Ilshenar,798,1547,-28,Ilshenar,False
783,1541,-28,Ilshenar,798,1547,-28,Ilshenar,False
782,1538,-28,Ilshenar,798,1547,-28,Ilshenar,False
783,1537,-28,Ilshenar,798,1547,-28,Ilshenar,False
784,1538,-28,Ilshenar,798,1547,-28,Ilshenar,False
786,1538,-28,Ilshenar,798,1547,-28,Ilshenar,False
787,1539,-28,Ilshenar,798,1547,-28,Ilshenar,False
788,1538,-28,Ilshenar,798,1547,-28,Ilshenar,False
788,1542,-28,Ilshenar,798,1547,-28,Ilshenar,False
787,1541,-28,Ilshenar,798,1547,-28,Ilshenar,False
786,1542,-28,Ilshenar,798,1547,-28,Ilshenar,False
785,1545,-28,Ilshenar,798,1547,-28,Ilshenar,False
786,1546,-28,Ilshenar,798,1547,-28,Ilshenar,False
785,1547,-28,Ilshenar,798,1547,-28,Ilshenar,False
785,1549,-28,Ilshenar,798,1547,-28,Ilshenar,False
785,1551,-28,Ilshenar,798,1547,-28,Ilshenar,False
786,1550,-28,Ilshenar,798,1547,-28,Ilshenar,False
784,1554,-28,Ilshenar,798,1547,-28,Ilshenar,False
785,1553,-28,Ilshenar,798,1547,-28,Ilshenar,False
786,1554,-28,Ilshenar,798,1547,-28,Ilshenar,False
788,1556,-28,Ilshenar,798,1547,-28,Ilshenar,False
789,1555,-28,Ilshenar,798,1547,-28,Ilshenar,False
790,1556,-28,Ilshenar,798,1547,-28,Ilshenar,False
788,1552,-28,Ilshenar,798,1547,-28,Ilshenar,False
789,1551,-28,Ilshenar,798,1547,-28,Ilshenar,False
790,1552,-28,Ilshenar,798,1547,-28,Ilshenar,False
790,1546,-28,Ilshenar,798,1547,-28,Ilshenar,False
788,1546,-28,Ilshenar,798,1547,-28,Ilshenar,False
789,1547,-28,Ilshenar,798,1547,-28,Ilshenar,False
791,1545,-28,Ilshenar,798,1547,-28,Ilshenar,False
791,1546,-28,Ilshenar,798,1547,-28,Ilshenar,False
791,1547,-28,Ilshenar,798,1547,-28,Ilshenar,False
791,1549,-28,Ilshenar,798,1547,-28,Ilshenar,False
791,1550,-28,Ilshenar,798,1547,-28,Ilshenar,False
546,455,-40,Ilshenar,426,113,-28,Ilshenar,True
547,455,-40,Ilshenar,427,113,-28,Ilshenar,True
548,455,-40,Ilshenar,428,113,-28,Ilshenar,True
429,113,-28,Ilshenar,548,455,-40,Ilshenar,False
242,27,-16,Ilshenar,372,31,-31,Ilshenar,False
242,26,-16,Ilshenar,372,30,-31,Ilshenar,False
242,25,-16,Ilshenar,372,29,-31,Ilshenar,False
371,31,-36,Ilshenar,241,27,-18,Ilshenar,False
371,30,-36,Ilshenar,241,26,-18,Ilshenar,False
371,29,-36,Ilshenar,241,25,-18,Ilshenar,False
272,141,-16,Ilshenar,555,427,-1,Ilshenar,False
273,141,-16,Ilshenar,556,427,-1,Ilshenar,False
274,141,-16,Ilshenar,557,427,-1,Ilshenar,False
555,426,-6,Ilshenar,272,140,-21,Ilshenar,False
556,426,-6,Ilshenar,273,140,-21,Ilshenar,False
557,426,-6,Ilshenar,274,140,-21,Ilshenar,False
265,130,-31,Ilshenar,284,72,-21,Ilshenar,False
266,130,-31,Ilshenar,285,72,-21,Ilshenar,False
267,130,-31,Ilshenar,286,72,-21,Ilshenar,False
268,130,-31,Ilshenar,287,72,-21,Ilshenar,False
284,73,-16,Ilshenar,265,131,-28,Ilshenar,False
285,73,-16,Ilshenar,266,131,-28,Ilshenar,False
286,73,-16,Ilshenar,267,131,-28,Ilshenar,False
287,73,-16,Ilshenar,268,131,-28,Ilshenar,False
284,67,-30,Ilshenar,131,128,-21,Ilshenar,False
285,67,-30,Ilshenar,132,128,-21,Ilshenar,False
286,67,-30,Ilshenar,133,128,-21,Ilshenar,False
287,67,-30,Ilshenar,134,128,-21,Ilshenar,False
131,129,-16,Ilshenar,284,68,-28,Ilshenar,False
132,129,-16,Ilshenar,285,68,-28,Ilshenar,False
133,129,-16,Ilshenar,286,68,-28,Ilshenar,False
134,129,-16,Ilshenar,287,68,-28,Ilshenar,False
358,40,-36,Ilshenar,156,88,-18,Ilshenar,False
358,41,-36,Ilshenar,156,89,-18,Ilshenar,False
358,42,-36,Ilshenar,156,90,-18,Ilshenar,False
155,88,-16,Ilshenar,357,40,-31,Ilshenar,False
155,89,-16,Ilshenar,357,41,-31,Ilshenar,False
155,90,-16,Ilshenar,357,42,-31,Ilshenar,False
938,494,-40,Ilshenar,83,749,-23,Ilshenar,True
939,494,-40,Ilshenar,84,749,-23,Ilshenar,True
940,494,-40,Ilshenar,85,749,-23,Ilshenar,True
941,494,-40,Ilshenar,86,749,-23,Ilshenar,True
313,1329,-40,Ilshenar,327,1593,-13,Ilshenar,True
314,1329,-38,Ilshenar,328,1593,-13,Ilshenar,True
315,1329,-36,Ilshenar,329,1593,-13,Ilshenar,True
330,1593,-13,Ilshenar,315,1329,-35,Ilshenar,False
265,1587,-28,Ilshenar,225,1334,-20,Ilshenar,True
266,1587,-28,Ilshenar,226,1334,-20,Ilshenar,True
267,1587,-28,Ilshenar,227,1334,-20,Ilshenar,True
1139,592,-80,Ilshenar,1238,583,-19,Ilshenar,False
1140,592,-80,Ilshenar,1238,584,-19,Ilshenar,False
1141,592,-80,Ilshenar,1238,585,-19,Ilshenar,False
1142,592,-80,Ilshenar,1238,585,-19,Ilshenar,False
1237,583,-19,Ilshenar,1139,593,-80,Ilshenar,False
1237,584,-19,Ilshenar,1140,593,-80,Ilshenar,False
1237,585,-19,Ilshenar,1141,593,-80,Ilshenar,False
709,667,-39,Ilshenar,912,451,-80,Ilshenar,False
710,667,-39,Ilshenar,912,452,-80,Ilshenar,False
711,667,-39,Ilshenar,912,453,-80,Ilshenar,False
911,451,-80,Ilshenar,709,668,-39,Ilshenar,False
911,452,-80,Ilshenar,710,668,-39,Ilshenar,False
911,453,-80,Ilshenar,711,668,-38,Ilshenar,False
827,777,-80,Ilshenar,1975,114,-28,Ilshenar,False
827,778,-80,Ilshenar,1975,114,-28,Ilshenar,False
827,779,-80,Ilshenar,1975,114,-28,Ilshenar,False
828,777,-80,Ilshenar,1975,114,-28,Ilshenar,False
828,778,-80,Ilshenar,1975,114,-28,Ilshenar,False
828,779,-80,Ilshenar,1975,114,-28,Ilshenar,False
829,777,-80,Ilshenar,1975,114,-28,Ilshenar,False
829,778,-80,Ilshenar,1975,114,-28,Ilshenar,False
829,779,-80,Ilshenar,1975,114,-28,Ilshenar,False
1978,114,-28,Ilshenar,835,778,-80,Ilshenar,False
1978,115,-28,Ilshenar,835,778,-80,Ilshenar,False
1978,116,-28,Ilshenar,835,778,-80,Ilshenar,False
1978,117,-28,Ilshenar,835,778,-80,Ilshenar,False
1979,114,-28,Ilshenar,835,778,-80,Ilshenar,False
1979,115,-28,Ilshenar,835,778,-80,Ilshenar,False
1979,116,-28,Ilshenar,835,778,-80,Ilshenar,False
1979,117,-28,Ilshenar,835,778,-80,Ilshenar,False
1980,114,-28,Ilshenar,835,778,-80,Ilshenar,False
1980,115,-28,Ilshenar,835,778,-80,Ilshenar,False
1980,116,-28,Ilshenar,835,778,-80,Ilshenar,False
1980,117,-28,Ilshenar,835,778,-80,Ilshenar,False
1981,114,-28,Ilshenar,835,778,-80,Ilshenar,False
1981,115,-28,Ilshenar,835,778,-80,Ilshenar,False
1981,116,-28,Ilshenar,835,778,-80,Ilshenar,False
1981,117,-28,Ilshenar,835,778,-80,Ilshenar,False
2317,1269,-110,Malas,381,132,33,Malas,False
2317,1268,-110,Malas,381,132,33,Malas,False
2317,1267,-110,Malas,381,132,33,Malas,False
2317,1266,-110,Malas,381,132,33,Malas,False
2316,1269,-110,Malas,381,132,33,Malas,False
2315,1269,-110,Malas,381,132,33,Malas,False
2315,1268,-110,Malas,381,132,33,Malas,False
2315,1267,-109,Malas,381,132,33,Malas,False
2316,1267,-110,Malas,381,132,33,Malas,False
496,49,6,Malas,2350,1270,-85,Malas,False
3,128,-1,Malas,259,785,64,Tokuno,False
4,128,-1,Malas,259,785,64,Tokuno,False
5,128,-1,Malas,259,785,64,Tokuno,False
6,128,-1,Malas,259,785,64,Tokuno,False
7,128,-1,Malas,259,785,64,Tokuno,False
8,128,-1,Malas,259,785,64,Tokuno,False
64,336,11,Malas,983,195,24,Tokuno,False
64,337,11,Malas,983,195,24,Tokuno,False
64,338,11,Malas,983,195,24,Tokuno,False
64,339,11,Malas,983,195,24,Tokuno,False
66,351,-7,Malas,63,524,-1,Malas,False
66,352,-7,Malas,63,524,-1,Malas,False
66,353,-7,Malas,63,524,-1,Malas,False
66,354,-7,Malas,63,524,-1,Malas,False
61,523,6,Malas,63,352,-3,Malas,False
61,524,6,Malas,63,352,-3,Malas,False
61,525,6,Malas,63,352,-3,Malas,False
61,526,6,Malas,63,352,-3,Malas,False
103,555,-6,Malas,76,691,-1,Malas,False
103,556,-6,Malas,76,691,-1,Malas,False
103,557,-6,Malas,76,691,-1,Malas,False
103,558,-6,Malas,76,691,-1,Malas,False
73,688,6,Malas,100,556,-2,Malas,False
73,689,6,Malas,100,556,-2,Malas,False
73,690,6,Malas,100,556,-2,Malas,False
73,691,6,Malas,100,556,-2,Malas,False
73,692,6,Malas,100,556,-2,Malas,False
73,693,6,Malas,100,556,-2,Malas,False
73,694,6,Malas,100,556,-2,Malas,False
384,810,-1,Malas,403,1167,0,Malas,False
403,1169,0,Malas,385,811,-1,Malas,False
404,1169,0,Malas,385,808,-1,Malas,False
405,1169,0,Malas,385,808,-1,Malas,False
328,1972,5,Malas,1731,978,-80,Malas,False
328,1973,5,Malas,1731,978,-80,Malas,False
328,1974,5,Malas,1731,978,-80,Malas,False
328,1975,5,Malas,1731,978,-80,Malas,False
84,1673,-2,Malas,156,1613,0,Malas,False
156,1609,17,Malas,87,1673,0,Malas,False
157,1609,17,Malas,87,1673,0,Malas,False
257,783,63,Tokuno,5,128,-1,Malas,False
258,783,63,Tokuno,5,128,-1,Malas,False
259,783,63,Tokuno,5,128,-1,Malas,False
260,783,63,Tokuno,5,128,-1,Malas,False
988,194,15,Tokuno,67,337,-1,Malas,False
988,195,15,Tokuno,67,337,-1,Malas,False
987,196,15,Tokuno,67,337,-1,Malas,False
988,197,18,Tokuno,67,337,-1,Malas,False
1125,1076,-117,TerMur,520,920,39,TerMur,False
1126,1076,15,TerMur,521,920,39,TerMur,False
519,919,39,TerMur,1125,1075,-117,TerMur,False
520,919,39,TerMur,1125,1075,-117,TerMur,False
521,919,39,TerMur,1126,1075,-117,TerMur,False
522,919,36,TerMur,1126,1075,-117,TerMur,False
996,3841,-41,TerMur,33,240,5,TerMur,False
997,3841,-41,TerMur,34,240,5,TerMur,False
998,3841,-41,TerMur,35,240,5,TerMur,False
999,3841,-41,TerMur,36,240,5,TerMur,False
1000,3841,-41,TerMur,37,240,5,TerMur,False
33,241,7,TerMur,996,3842,-41,TerMur,False
34,241,7,TerMur,997,3842,-41,TerMur,False
35,241,7,TerMur,998,3842,-41,TerMur,False
36,241,7,TerMur,999,3842,-41,TerMur,False
37,241,7,TerMur,1000,3842,-41,TerMur,False
511,584,11,TerMur,6992,1367,-15,Felucca,False
512,584,11,TerMur,6992,1367,-15,Felucca,False
513,584,11,TerMur,6993,1367,-15,Felucca,False
514,584,11,TerMur,6993,1367,-15,Felucca,False
7149,756,25,TerMur,511,585,11,Felucca,False
1125,1215,5,TerMur,4194,3261,5,Trammel,False
1126,1215,5,TerMur,4194,3261,5,Trammel,False
1127,1215,5,TerMur,4194,3261,5,Trammel,False
1128,1215,5,TerMur,4194,3261,5,Trammel,False
1129,1215,5,TerMur,4194,3261,5,Trammel,False
1130,1215,5,TerMur,4194,3261,5,Trammel,False
1131,1215,5,TerMur,4194,3261,5,Trammel,False
1080,974,-20,TerMur,1081,883,-5,TerMur,False
1080,975,-20,TerMur,1081,883,-5,TerMur,False
1081,974,-20,TerMur,1081,883,-5,TerMur,False
1081,975,-20,TerMur,1081,883,-5,TerMur,False
1079,882,0,TerMur,1080,977,-21,TerMur,False
1079,883,0,TerMur,1080,977,-21,TerMur,False
1079,884,0,TerMur,1080,977,-21,TerMur,False
1079,885,0,TerMur,1080,977,-21,TerMur,False
841,272,30,TerMur,434,152,0,TerMur,False
841,273,30,TerMur,434,153,0,TerMur,False
841,287,30,TerMur,433,167,0,TerMur,False
843,286,22,TerMur,433,166,0,TerMur,False
